node_id,lat,lng,is_stop_candidate
0,28.619843202732152,77.2187818007714,1
1,28.626231667187497,77.21929968387511,0
115,28.61842469999999,77.2155939,0
27,28.61636587955247,77.22497734654719,1
96,28.62168513843964,77.21582054425258,1
238,28.620289199999995,77.2197189,0
30,28.618302000007773,77.21878395000086,0
303,28.624337699999995,77.2192225,0
304,28.625985799999995,77.2172912,0
2,28.619746975071592,77.22716619912096,0
37,28.62209750000494,77.22582499999497,0
3,28.618819298355874,77.22514509107542,0
225,28.6155332000142,77.22959824998573,0
41,28.62174394754559,77.23168431610294,0
36,28.620555200000002,77.2223059,0
4,28.625697237943463,77.23204774471434,0
166,28.62567985000586,77.23368670000123,0
263,28.6234823,77.2341812,0
113,28.624968700000004,77.2302338,0
42,28.62283180000585,77.2317579999951,0
5,28.6107005,77.2340546,0
6,28.610061475383937,77.23270761666306,0
7,28.6095354,77.2313754,0
223,28.608548350004696,77.23368694999478,0
8,28.60806680000821,77.23084165000121,1
9,28.6095756,77.2303913,0
90,28.608030000000003,77.2315685,0
88,28.60525015000432,77.23066985000052,0
68,28.608081499999994,77.2302286,0
15,28.6100182,77.2296495,0
10,28.610916499999995,77.2281653,0
11,28.611011300002986,77.22704030001786,0
12,28.6116806,77.2276011,0
24,28.609913312824673,77.22457473301442,1
21,28.613020699999996,77.2276662,0
127,28.6118181,77.2247672,0
13,28.61262733295085,77.24018431311387,0
14,28.612774650016156,77.24156330000157,0
145,28.607427099999995,77.2402253,0
230,28.61262305372295,77.24289609732749,0
16,28.610215733409564,77.22903995575024,0
315,28.608670999999998,77.2281535,0
17,28.6160961,77.2317714,0
18,28.615549500000007,77.2326282,0
167,28.616901599999995,77.2340937,0
163,28.6151513,77.2333584,0
19,28.616676850010215,77.23135165000176,0
20,28.617637300009285,77.2314150500021,0
131,28.621047980381196,77.23165848666795,0
309,28.61761239999999,77.2328833,0
22,28.613138250006436,77.22480630000126,0
23,28.614063900000005,77.2277545,0
28,28.61344700000322,77.21849695000166,0
271,28.614975299999994,77.228379,0
35,28.60347693367402,77.22384205020582,1
130,28.608019399999993,77.2204235,0
58,28.610238412786952,77.21826580331323,0
323,28.6117657,77.2246717,0
25,28.6140115,77.2346634,0
26,28.611366899999997,77.2344893,0
216,28.610257900001336,77.23573979999587,0
31,28.616472850000118,77.22276264999927,0
29,28.614354500000005,77.2185227,0
32,28.61668367423907,77.21855770702004,1
368,28.616787199999994,77.2163619,0
33,28.621269044486628,77.2219464047629,0
34,28.6218801,77.2215891,1
324,28.622462,77.2246224,0
38,28.622155,77.2221516,0
39,28.624393500109587,77.22132304983916,1
40,28.6212854,77.2190376,0
124,28.601739295524673,77.22489489118806,0
156,28.6007905,77.2216777,0
53,28.604986999999998,77.2215028,0
171,28.605370599999997,77.2242751,0
119,28.600705016019507,77.21758026121529,1
227,28.622814904381276,77.22539615717531,1
179,28.6213754,77.2262607,0
44,28.624016699999995,77.2300608,0
100,28.6229856,77.2239929,0
108,28.622913500000003,77.2226416,0
102,28.626231099999995,77.2207815,0
103,28.6237632,77.2221704,0
104,28.625684400000004,77.2215881,0
43,28.620526900000005,77.2267514,0
45,28.624711,77.2296809,1
46,28.623275899999996,77.230505,0
112,28.625911350010742,77.2291806499325,0
114,28.6231366,77.2261175,0
47,28.602306114866597,77.22918971629244,0
48,28.602706400000002,77.2297787,0
49,28.6019451,77.2299629,0
363,28.602768599999997,77.2281963,0
159,28.602156000000004,77.227816,0
293,28.602926065212987,77.23059723828908,0
76,28.603099900013696,77.22915839995498,0
50,28.60161956070055,77.23030423266451,1
292,28.60230750013325,77.2313484998146,0
268,28.600891899999997,77.2304305,0
158,28.60032394972649,77.22839075499995,0
291,28.6018805,77.2298967,0
51,28.60436035004563,77.22491679986437,0
52,28.60415080194569,77.22556535997815,0
62,28.6037201,77.22630190000001,0
211,28.6048595,77.2262063,0
69,28.603542190709362,77.22681345844158,1
213,28.607023650024807,77.22706520004253,1
351,28.6055692,77.2204947,0
175,28.60353569999999,77.220543,0
54,28.60621865008859,77.21798690001876,0
55,28.605288615893016,77.21795683076756,1
318,28.606687600012414,77.21731175006558,0
120,28.602208050002922,77.21777565000046,1
176,28.604367100000005,77.219462,0
178,28.603774681261374,77.2158082699799,0
56,28.607476950065813,77.21735814983725,0
57,28.607703400146093,77.21810115003541,0
59,28.607361400018757,77.21885710009036,0
283,28.6123324,77.2183844,0
60,28.606800299999996,77.2188187,0
61,28.606480999999995,77.2186026,0
63,28.606106399999998,77.2271183,0
64,28.6067483,77.2275852,0
65,28.6054981,77.2266734,0
66,28.605574150016952,77.22814624993151,0
67,28.6063586,77.2285284,0
214,28.608000799999992,77.2279364,0
184,28.605224099999997,77.2272819,0
183,28.604882496562848,77.22778277071549,1
286,28.60515289999999,77.2289169,0
221,28.606795099999996,77.228739,0
193,28.605735938167385,77.22920950907293,1
290,28.607591299999996,77.2291233,0
289,28.607385199999996,77.2301868,0
70,28.603054350015626,77.22759195002452,0
282,28.6022534,77.2259589,0
215,28.604192300000005,77.2273193,0
74,28.60353207414961,77.228949802842,1
157,28.601660100000004,77.2267481,0
71,28.6042613,77.2291074,0
72,28.604277400000008,77.2300383,0
73,28.604356500000005,77.2285437,0
75,28.6047109,77.229191,0
77,28.603717650000657,77.23003314999718,0
185,28.604663699999996,77.2300672,0
285,28.604758200000003,77.22872150000002,0
192,28.6051483,77.2292265,0
212,28.60362505000408,77.2305400000006,0
78,28.607167700122343,77.23339354989542,1
79,28.606851600004674,77.23252255000112,0
80,28.6068891,77.2319463,0
83,28.6066157,77.2339149,0
84,28.608341499999998,77.2329093,0
82,28.606204099999996,77.2329766,0
353,28.606493300000004,77.2324599,0
81,28.60673740000324,77.23143889997458,1
355,28.606154099999998,77.2314103,0
86,28.605389799999998,77.2335044,0
85,28.605768100000002,77.2343867,0
95,28.608569100007514,77.23345064999276,0
87,28.605994400004285,77.23493704999596,0
92,28.6051565,77.2323741,0
312,28.6046346,77.233994,0
89,28.605969299999998,77.2306902,0
91,28.6052175,77.2313645,1
191,28.605999100000002,77.2301217,0
93,28.605720799999997,77.2313891,0
94,28.6032935,77.2329856,0
356,28.6056643,77.232417,0
311,28.603886199999998,77.2339574,0
98,28.626155100005167,77.21591919999186,0
97,28.61958945000081,77.21567894999339,0
117,28.620937853242566,77.21446054005817,0
116,28.619057200123425,77.21545615002162,0
308,28.626204700000002,77.2175777,0
99,28.623429500006164,77.2250576999934,0
101,28.623931000006625,77.22476884999485,0
109,28.6234051,77.2237555,0
111,28.624748550009162,77.22431009999046,0
107,28.624265599999998,77.2232843,1
105,28.626206713158222,77.2216281368009,0
106,28.626325999999995,77.2221119,0
314,28.626347300000003,77.222984,0
110,28.62620715002219,77.22230679999933,0
228,28.6259878,77.2235514,0
229,28.6250952,77.2250985,0
118,28.625115363758553,77.24030982031661,1
162,28.62296015001419,77.23867525002281,0
160,28.619727700000563,77.24045240000797,0
369,28.626224400021183,77.23872924990687,0
168,28.601348500000004,77.2193415,0
121,28.60147453730757,77.21607640321506,0
122,28.60023305002941,77.21785574996966,0
177,28.6022528,77.2166844,0
169,28.602106023874754,77.21881997680853,0
128,28.600658499999998,77.2155045,0
123,28.600994299999996,77.2241482,0
125,28.6006477000174,77.22395520005014,0
126,28.599653563079816,77.22559009674086,0
154,28.601307400000007,77.2253793,0
281,28.6025647,77.22555,0
298,28.6003148,77.2243492,0
153,28.600457599999995,77.2265472,0
297,28.599696354848078,77.22424589265353,1
129,28.5998738,77.215992,0
173,28.60682126011186,77.22230266369615,0
331,28.620863899999993,77.2335216,0
132,28.602737277144925,77.23216564034608,1
133,28.60185089999999,77.2323554,0
140,28.60227640005792,77.23147529991957,0
220,28.6031474,77.2314062,0
141,28.59959545003138,77.23226225000317,0
134,28.600453,77.2385762,0
135,28.604427222994364,77.23596300916648,0
222,28.60472066930698,77.23544213437455,1
209,28.6009553,77.2383493,0
136,28.600487599999997,77.2386967,0
137,28.5994746,77.2395035,0
197,28.599641699999992,77.2398947,0
138,28.62078273795497,77.23701393471983,0
139,28.621274300000003,77.2364408,0
165,28.619594050028198,77.23637060004192,0
148,28.61999315000135,77.23957119999213,0
265,28.621572899999997,77.2361066,0
266,28.60093509999999,77.2309816,0
267,28.600268,77.2321761,0
237,28.599762778628886,77.23088393041688,0
142,28.6021062,77.2321583,0
143,28.607187650000437,77.24004959999984,0
144,28.60691834201779,77.23941752933978,1
296,28.608867799999995,77.2399643,0
190,28.60633590000622,77.23870445002895,0
327,28.608037900000003,77.2386588,0
330,28.6064084,77.2382755,0
146,28.605669009417532,77.24063217325882,1
280,28.6051481,77.2403848,0
149,28.605004300118207,77.24084363319594,0
242,28.6057635,77.2425877,0
147,28.619806650001923,77.24027224998463,0
262,28.60397932454597,77.24104516355797,1
254,28.605128250001513,77.24220635001113,0
150,28.609306049700844,77.23967212026857,0
151,28.609743300000005,77.2399625,0
316,28.609390400000002,77.2379449,0
344,28.611236199999997,77.239999,0
152,28.617396774623597,77.24032107488603,0
347,28.614735700000004,77.240246,0
155,28.6012551,77.2272685,0
358,28.601974099999993,77.226327,0
372,28.600415550003454,77.22126075000654,0
161,28.616713499999996,77.2414881,0
164,28.6147822,77.234069,0
284,28.61446720000785,77.23483715003859,0
236,28.61826685002994,77.23540685004882,0
317,28.626095700000004,77.2337006,0
300,28.6256351,77.2345742,0
349,28.618470500000004,77.235234,0
170,28.6026903,77.2223253,0
174,28.603557999999992,77.2199416,0
172,28.608266000000004,77.2244766,0
180,28.604647600000007,77.2377026,0
181,28.604959599999997,77.2385085,0
182,28.604152000000003,77.2378323,0
199,28.6058294,77.2390258,0
200,28.60461119999999,77.2387278,0
204,28.604216,77.2386553,0
202,28.603436783457532,77.23706046048443,0
186,28.6051009,77.2300851,0
207,28.605524899999995,77.2301023,0
187,28.602218999999998,77.2402084,0
188,28.601645299999994,77.2402236,0
189,28.6021436,77.2395086,0
198,28.599649999999997,77.2403333,0
210,28.6027161,77.23923400000001,0
206,28.60509233339225,77.23631403333601,0
208,28.606522299999998,77.2301463,0
218,28.606558299999996,77.2293876,0
194,28.60202195006218,77.23795614993232,0
195,28.6023683500579,77.23773274992968,1
196,28.6023993,77.2389344,0
203,28.602890738472063,77.23842514800029,0
201,28.603710999999997,77.23801720000002,0
205,28.6037276,77.2392384,0
287,28.606961499999993,77.2301669,0
219,28.6035776,77.2312739,0
217,28.609478,77.23778250000001,0
365,28.6093573,77.2387028,0
366,28.611259199999992,77.2387934,0
357,28.6026691,77.23104980000001,0
288,28.607197899999992,77.2289334,0
294,28.605198300000005,77.2354262,0
295,28.60522250001061,77.23621183331878,0
224,28.606578500006652,77.23480854999241,1
301,28.605421599999996,77.2354201,0
319,28.60721500005693,77.23607499993608,0
325,28.605686799999997,77.2359156,0
226,28.6160632,77.23078180000002,0
305,28.626378300000002,77.2233409,0
231,28.612702399999996,77.2406074,0
364,28.612622050042788,77.2443269500948,0
232,28.615830466703425,77.2378294999496,0
346,28.616659800007195,77.23985040006225,0
235,28.6164633,77.2375843,0
